,CPU Name,Year Released,Single Core Performance,Multi Core Performance,Clock Speed,Number of Cores,Number of Threads,Rolling Single Core Score,Rolling Multi Core Score,Rolling Average Clock Speed,Rolling Average Number of Cores,Rolling Average Number of Threads,Rolling Year,Rolling STD Single Core Score,Rolling STD Multi Core Score,Rolling STD Clock Speed,Rolling STD Number of Cores,Rolling STD Number of Threads,Rolling STD Year
319,Intel-Core-i3-6100,2007.0,337.0,891.0,2100.0,4.0,4.0,336.6,826.2,1859.4,2.8,3.6,2007.0,0.5477225575052446,230.41853224079063,416.763482085463,1.0954451150103324,0.894427190999915,0.0
320,Intel-Xeon-E5-1660-v4,2007.0,337.0,1061.0,2500.0,4.0,4.0,336.8,934.2,2080.0,3.2,4.0,2007.0,0.4472135955000485,170.3194058232952,402.4922359499622,1.0954451150103324,0.0,0.0
321,Intel-Core-i5-4670,2007.0,337.0,1130.0,2800.0,4.0,4.0,337.0,928.4,2160.0,3.2,4.0,2007.0,2.7957056521316944e-07,160.98850890669283,507.9370039680118,1.0954451150103324,0.0,0.0
322,AMD-Ryzen-7-1700X,2007.0,338.0,635.0,2800.0,2.0,2.0,337.2,899.4,2420.0,3.2,3.6,2007.0,0.4472135955000485,202.1912461013095,408.65633483405105,1.0954451150103324,0.894427190999915,0.0
323,Intel-Pentium-G5600,2007.0,338.0,740.0,2400.0,2.0,4.0,337.4,891.4,2520.0,3.2,3.6,2007.0,0.5477225575052446,208.7805067529062,294.9576240750526,1.0954451150103324,0.894427190999915,0.0
324,Intel-Core-i3-8109U,2007.0,339.0,1134.0,2500.0,4.0,4.0,337.8,940.0,2600.0,3.2,3.6,2007.0,0.8366600265341261,235.26686974582788,187.08286933869715,1.0954451150103324,0.894427190999915,0.0
325,Intel-Xeon-E3-1231-v3,2007.0,339.0,875.0,2100.0,4.0,4.0,338.2,902.8,2520.0,3.2,3.6,2007.0,0.8366600265341261,225.86876720786412,294.9576240750526,1.0954451150103324,0.894427190999915,0.0
326,AMD-Ryzen-3-1300X,2007.0,340.0,606.0,2660.0,2.0,2.0,338.8,798.0,2492.0,2.8,3.2,2007.0,0.8366600265341261,215.41935846158364,267.0580461248079,1.0954451150103324,1.0954451150103317,0.0
327,Intel-Core-i7-6700T,2007.0,340.0,639.0,1400.0,2.0,4.0,339.2,798.8,2212.0,2.8,3.6,2007.0,0.8366600265341261,214.6688146890467,497.71477775931066,1.0954451150103324,0.894427190999915,0.0
328,Intel-Pentium-G4620,2007.0,342.0,571.0,3200.0,1.0,2.0,340.0,765.0,2372.0,2.6,3.2,2007.0,1.2247448713916254,238.2509181514318,671.5057706379,1.3416407864998738,1.0954451150103317,0.0
329,Intel-Core-i7-4790T,2007.0,342.0,897.0,2100.0,4.0,4.0,340.6,717.6,2292.0,2.6,3.2,2007.0,1.3416407864999031,155.7908854843576,676.254390004235,1.3416407864998738,1.0954451150103317,0.0
330,Intel-Xeon-Gold-6154,2007.0,342.0,500.0,2700.0,2.0,2.0,341.2,642.6,2412.0,2.2,2.8,2007.0,1.0954451150103643,151.27227108759948,686.8187533840351,1.0954451150103324,1.0954451150103321,0.0
331,Intel-Core-i5-8500T,2007.0,343.0,602.0,3000.0,2.0,2.0,341.8,641.8,2480.0,2.2,2.8,2007.0,1.0954451150103643,151.5245854638784,732.8028384224505,1.0954451150103324,1.0954451150103321,0.0
332,Intel-Xeon-E5-1680-v2,2007.0,343.0,1124.0,2330.0,4.0,4.0,342.4,738.8,2666.0,2.6,2.8,2007.0,0.5477225575052284,263.2977402105841,455.82891527414097,1.3416407864998738,1.0954451150103321,0.0
333,Intel-Core-i5-7400,2007.0,343.0,638.0,1800.0,2.0,2.0,342.6,752.2,2386.0,2.8,2.8,2007.0,0.5477225575052284,254.16962839804492,475.3735373366927,1.0954451150103324,1.0954451150103321,0.0
334,Intel-Xeon-Gold-5218R,2007.0,344.0,636.0,2800.0,2.0,2.0,343.0,700.0,2526.0,2.4,2.4,2007.0,0.7071067811865928,243.57750306627295,473.15959252666534,0.8944271909999159,0.8944271909999161,0.0
335,Intel-Core-i7-4930MX,2007.0,344.0,1140.0,1730.0,4.0,8.0,343.4,828.0,2332.0,2.8,3.6,2007.0,0.5477225575052284,277.93884219374644,572.424667532768,1.0954451150103324,2.607680962081059,0.0
336,Intel-Core-i7-4980HQ,2007.0,345.0,625.0,2700.0,2.0,2.0,343.8,832.6,2272.0,2.8,3.6,2007.0,0.8366600265341154,273.4168977952904,495.4492910480345,1.0954451150103324,2.607680962081059,0.0
337,Intel-Xeon-E3-1545M-v5,2007.0,345.0,592.0,2530.0,2.0,2.0,344.2,726.2,2312.0,2.4,3.2,2007.0,0.8366600265341154,232.05430398939,509.18562430610706,0.8944271909999159,2.6832815729997472,0.0
338,Intel-Core-i5-7440HQ,2007.0,345.0,589.0,2800.0,2.0,2.0,344.6,716.4,2512.0,2.4,3.2,2007.0,0.5477225575052284,237.6768815009155,450.8547437922773,0.8944271909999159,2.6832815729997472,0.0
339,Intel-Xeon-Gold-6126,2007.0,346.0,632.0,2000.0,2.0,2.0,345.0,715.6,2352.0,2.4,3.2,2007.0,0.7071067811865928,238.02163767187264,464.8333034540447,0.8944271909999159,2.6832815729997472,0.0
340,Intel-Core-i7-7660U,2007.0,347.0,922.0,1800.0,4.0,4.0,345.6,672.0,2366.0,2.4,2.4,2007.0,0.894427190999946,141.06558758251495,441.90496715922984,0.8944271909999159,0.894427190999916,0.0
341,Intel-Xeon-E5-1620-v4,2007.0,348.0,943.0,1800.0,4.0,4.0,346.2,735.6,2186.0,2.8,2.8,2007.0,1.3038404810405513,180.69670721958448,454.95054676305205,1.0954451150103324,1.095445115010332,0.0
342,AMD-Ryzen-3-4300U,2007.0,348.0,692.0,2300.0,2.0,2.0,346.8,755.6,2140.0,2.8,2.8,2007.0,1.3038404810405513,165.7446831726443,421.90046219457975,1.0954451150103324,1.095445115010332,0.0
343,Intel-Core-i7-6920HQ,2007.0,348.0,591.0,2800.0,2.0,2.0,347.4,756.0,2140.0,2.8,2.8,2007.0,0.894427190999946,165.24375933753214,421.90046219457975,1.0954451150103324,1.095445115010332,0.0
344,Intel-Xeon-E3-1285L-v3,2007.0,349.0,1223.0,2500.0,4.0,4.0,348.0,874.2,2240.0,3.2,3.2,2007.0,0.7071067811865928,246.00752021025758,439.31765272977594,1.0954451150103324,1.0954451150103317,0.0
345,Intel-Xeon-E3-1230-v3,2007.0,349.0,1193.0,3200.0,4.0,4.0,348.4,928.4,2520.0,3.2,3.2,2007.0,0.5477225575052284,285.8055282880307,526.3078946776307,1.0954451150103324,1.0954451150103317,0.0
346,Intel-Core-i5-7360U,2007.0,349.0,630.0,2900.0,2.0,2.0,348.6,865.8,2740.0,2.8,2.8,2007.0,0.5477225575052284,314.6326429345822,350.71355833500365,1.0954451150103324,1.095445115010332,0.0
347,Intel-Core-i3-1000NG4,2007.0,349.0,1099.0,2500.0,4.0,4.0,348.8,947.2,2780.0,3.2,3.2,2007.0,0.44721359550002865,311.05497906318794,294.95762407505254,1.0954451150103324,1.0954451150103317,0.0
348,Intel-Xeon-E3-1226-v3,2007.0,350.0,635.0,2800.0,2.0,2.0,349.2,956.0,2780.0,3.2,3.2,2007.0,0.44721359550002865,298.84109489827586,294.95762407505254,1.0954451150103324,1.0954451150103317,0.0
349,Intel-Xeon-E5-1630-v3,2007.0,350.0,921.0,2100.0,4.0,4.0,349.4,895.6,2700.0,3.2,3.2,2007.0,0.5477225575052284,259.2870995633996,418.33001326703777,1.0954451150103324,1.0954451150103317,0.0
350,Intel-Xeon-E3-1220-v6,2008.0,350.0,656.0,1900.0,2.0,2.0,349.6,788.2,2440.0,2.8,2.8,2007.2,0.5477225575052284,212.25385744433535,433.58966777357597,1.0954451150103324,1.095445115010332,0.4472135954999452
351,AMD-Ryzen-3-3200G,2008.0,350.0,782.0,2270.0,2.0,4.0,349.8,818.6,2314.0,2.8,3.2,2007.4,0.44721359550002865,194.03427532268685,349.9714274051526,1.0954451150103324,1.0954451150103317,0.5477225575051375
352,Intel-Core-i3-4360,2008.0,350.0,603.0,2500.0,2.0,2.0,350.0,719.4,2314.0,2.4,2.8,2007.6,2.457562461863554e-07,131.58001367989058,349.9714274051526,0.8944271909999159,1.095445115010332,0.5477225575051375
353,Intel-Xeon-E3-1575M-v5,2008.0,351.0,1155.0,2130.0,4.0,4.0,350.2,823.4,2180.0,2.8,3.2,2007.8,0.44721359550002865,222.37198564567487,222.37355957937086,1.0954451150103324,1.0954451150103317,0.4472135954999452
354,AMD-EPYC-7282,2008.0,351.0,1155.0,2900.0,4.0,4.0,350.4,870.2,2340.0,2.8,3.2,2008.0,0.5477225575052284,267.991977491865,381.3790765104976,1.0954451150103324,1.0954451150103317,0.0
355,Intel-Core-i7-6820EQ,2008.0,353.0,1217.0,2600.0,4.0,4.0,351.0,982.4,2480.0,3.2,3.6,2008.0,1.224744871391618,273.2778805538427,299.0819285747636,1.0954451150103324,0.8944271909999149,0.0
356,Intel-Core-i7-4770S,2008.0,354.0,765.0,1601.0,2.0,4.0,351.8,979.0,2346.2,3.2,3.6,2008.0,1.6431676725155175,276.48146411649424,499.2065704695802,1.0954451150103324,0.8944271909999149,0.0
357,Intel-Core-i3-6098P,2008.0,354.0,940.0,3000.0,3.0,3.0,352.6,1046.4,2446.2,3.4,3.8,2008.0,1.5165750888103255,189.2083507670852,581.0827823985151,0.8944271909999159,0.4472135954999556,0.0
358,Intel-Core-i5-4590,2008.0,355.0,2001.0,1600.0,6.0,6.0,353.4,1215.6,2340.2,3.8,4.2,2008.0,1.5165750888103255,474.21598454712637,691.1079510467232,1.4832396974191326,1.0954451150103308,0.0
359,Intel-Core-i7-6700TE,2008.0,355.0,1211.0,2600.0,4.0,4.0,354.2,1226.8,2280.2,3.8,4.2,2008.0,0.8366600265341154,473.0868841978188,641.6075124248468,1.4832396974191326,1.0954451150103308,0.0
360,Intel-Xeon-E3-1220-v5,2008.0,356.0,581.0,2530.0,2.0,2.0,354.8,1099.6,2266.2,3.4,3.8,2008.0,0.8366600265341154,554.8214127086304,633.5986111095888,1.6733200530681511,1.483239697419132,0.0
361,Intel-Core-i7-4870HQ,2008.0,356.0,854.0,1600.0,2.0,4.0,355.2,1117.4,2266.0,3.4,3.8,2008.0,0.8366600265341154,542.6981665714382,633.8611835410021,1.6733200530681511,1.483239697419132,0.0
362,Intel-Core-i3-4350,2008.0,356.0,826.0,2100.0,2.0,4.0,355.6,1094.6,2086.0,3.2,4.0,2008.0,0.5477225575052284,554.2853958025598,483.1976821136459,1.7888543819998317,1.4142135623730943,0.0
363,Intel-Core-i5-4670S,2008.0,356.0,1138.0,1600.0,4.0,8.0,355.8,922.0,2086.0,2.8,4.4,2008.0,0.44721359550002865,255.09704035915507,483.1976821136459,1.0954451150103326,2.1908902300206634,0.0
364,Intel-Core-i5-4590S,2008.0,356.0,1119.0,2660.0,4.0,4.0,356.0,903.6,2098.0,2.8,4.4,2008.0,2.457562461863554e-07,231.242945838355,499.6198554901516,1.0954451150103326,2.1908902300206634,0.0
365,Intel-Core-i3-6300,2008.0,357.0,1168.0,2400.0,4.0,4.0,356.2,1021.0,2072.0,3.2,4.8,2008.0,0.44721359550002865,166.4451861725067,474.2573141238836,1.0954451150103326,1.7888543819998302,0.0
366,Intel-Core-i7-8550U,2008.0,357.0,1134.0,2500.0,4.0,4.0,356.4,1077.0,2252.0,3.6,4.8,2008.0,0.5477225575052284,141.4354976658987,417.75590959314985,0.8944271909999162,1.7888543819998302,0.0
367,Intel-Xeon-E5-2637-v3,2008.0,358.0,1208.0,2600.0,4.0,4.0,356.8,1153.4,2352.0,4.0,4.8,2008.0,0.8366600265341154,35.3242126593145,431.87961285524926,2.1073424255447017e-08,1.7888543819998302,0.0
368,Intel-Xeon-E3-1265L-v3,2008.0,358.0,993.0,2400.0,4.0,4.0,357.2,1124.4,2512.0,4.0,4.0,2008.0,0.8366600265341154,81.05121837455908,117.13240371477058,2.1073424255447017e-08,0.0,0.0
369,Intel-Xeon-E3-1505M-v5,2008.0,358.0,658.0,3000.0,2.0,2.0,357.6,1032.2,2580.0,3.6,3.6,2008.0,0.5477225575052284,224.31718614497737,248.99799195977465,0.8944271909999162,0.894427190999917,0.0
370,Intel-Core-i7-7700HQ,2008.0,359.0,625.0,2660.0,2.0,2.0,358.0,923.6,2632.0,3.2,3.2,2008.0,0.7071067811865928,269.1064845000959,228.29805080201626,1.0954451150103326,1.0954451150103344,0.0
371,Intel-Xeon-E3-1225-v3,2008.0,360.0,654.0,2660.0,2.0,2.0,358.6,827.6,2664.0,2.8,2.8,2008.0,0.894427190999946,260.7725062195022,216.05554841290237,1.0954451150103326,1.0954451150103357,0.0
372,AMD-Ryzen-7-PRO-1700,2008.0,360.0,1007.0,1600.0,4.0,4.0,359.0,787.4,2464.0,2.8,2.8,2008.0,1.0000000000000249,194.55667554725613,527.9015059648912,1.0954451150103326,1.0954451150103357,0.0
373,Intel-Core-i3-4370,2008.0,360.0,691.0,1500.0,2.0,2.0,359.4,727.0,2284.0,2.4,2.4,2008.0,0.894427190999946,158.26401991608918,685.1861061054872,0.8944271909999162,0.8944271909999219,0.0
374,AMD-EPYC-7302P,2008.0,360.0,671.0,3100.0,2.0,2.0,359.8,729.6,2304.0,2.4,2.4,2008.0,0.44721359550002865,156.9483991635476,712.2359159716674,0.8944271909999162,0.8944271909999219,0.0
375,Intel-Core-i7-3770K,2009.0,360.0,629.0,2930.0,2.0,2.0,360.0,730.4,2358.0,2.4,2.4,2008.2,2.457562461863554e-07,156.29075468497894,754.9304603736691,0.8944271909999162,0.8944271909999219,0.4472135954999452
376,Intel-Core-i7-4900MQ,2009.0,360.0,801.0,2100.0,2.0,4.0,360.0,759.8,2246.0,2.4,2.8,2008.4,2.457562461863554e-07,152.09602230170347,740.3242532836541,0.8944271909999162,1.0954451150103357,0.5477225575051375
377,Intel-Core-i7-6567U,2009.0,361.0,646.0,2900.0,2.0,2.0,360.2,687.6,2506.0,2.0,2.4,2008.6,0.44721359550002865,67.6594413219637,682.7737546215437,2.1073424255447017e-08,0.8944271909999219,0.5477225575051375
378,Intel-Core-i5-7300HQ,2009.0,362.0,677.0,2800.0,2.0,2.0,360.6,684.8,2766.0,2.0,2.4,2008.8,0.894427190999946,67.77315102605344,387.6596445337069,2.1073424255447017e-08,0.8944271909999219,0.4472135954999452
379,Intel-Core-i5-2550K,2009.0,362.0,819.0,2670.0,2.0,4.0,361.0,714.4,2680.0,2.0,2.8,2009.0,1.0000000000000249,89.17847273866188,339.7793401606401,2.1073424255447017e-08,1.0954451150103357,0.0
380,Intel-Xeon-E3-1290-v2,2009.0,362.0,781.0,2530.0,2.0,4.0,361.4,744.8,2600.0,2.0,3.2,2009.0,0.894427190999946,77.9948716262824,312.1698255757593,2.1073424255447017e-08,1.0954451150103344,0.0
381,Intel-Xeon-E5-2697-v4,2009.0,362.0,609.0,2800.0,2.0,2.0,361.8,706.4,2740.0,2.0,2.8,2009.0,0.44721359550002865,89.78195809849691,143.0034964607509,2.1073424255447017e-08,1.0954451150103357,0.0
382,Intel-Core-i7-7560U,2009.0,363.0,1203.0,2900.0,4.0,4.0,362.2,817.8,2740.0,2.4,3.2,2009.0,0.44721359550002865,230.8445364309069,143.0034964607509,0.8944271909999162,1.0954451150103344,0.0
383,Intel-Core-i3-7100T,2009.0,363.0,679.0,2808.0,2.0,2.0,362.4,818.2,2741.6,2.4,3.2,2009.0,0.5477225575052284,230.54110262597493,143.88467604300328,0.8944271909999162,1.0954451150103344,0.0
384,AMD-Ryzen-5-2400G,2009.0,363.0,1015.0,2100.0,4.0,4.0,362.6,857.4,2627.6,2.8,3.2,2009.0,0.5477225575052284,246.80113451927306,325.71275688864256,1.0954451150103326,1.0954451150103344,0.0
385,Intel-Core-i5-5675R,2009.0,363.0,658.0,2100.0,2.0,2.0,362.8,832.8,2541.6,2.8,2.8,2009.0,0.44721359550002865,261.9832055686019,405.0343195335427,1.0954451150103326,1.0954451150103357,0.0
386,Intel-Core-i5-4570,2009.0,364.0,686.0,1700.0,2.0,2.0,363.2,848.2,2321.6,2.8,2.8,2009.0,0.44721359550002865,247.39583666666726,513.7439050733351,1.0954451150103326,1.0954451150103357,0.0
387,AMD-Ryzen-7-1700,2009.0,364.0,683.0,1900.0,2.0,2.0,363.4,744.2,2121.6,2.4,2.4,2009.0,0.5477225575052284,151.77845696936132,418.0105261832528,0.8944271909999162,0.8944271909999219,0.0
388,Intel-Pentium-G4500,2009.0,364.0,602.0,2660.0,2.0,2.0,363.6,728.8,2092.0,2.4,2.4,2009.0,0.5477225575052284,163.50137614099845,358.21781083580964,0.8944271909999162,0.8944271909999219,0.0
389,Intel-Pentium-G4600,2009.0,364.0,650.0,2660.0,2.0,2.0,363.8,655.8,2204.0,2.0,2.0,2009.0,0.44721359550002865,33.85557561171018,439.63621324909064,2.1073424255447017e-08,1.1638178938488148e-07,0.0
390,Intel-Core-i5-7500T,2009.0,365.0,632.0,3000.0,2.0,2.0,364.2,650.6,2384.0,2.0,2.0,2009.0,0.44721359550002865,35.39491488900944,555.4097586467129,2.1073424255447017e-08,1.1638178938488148e-07,0.0
391,Intel-Xeon-E5-2697-v3,2009.0,366.0,1225.0,3000.0,4.0,4.0,364.6,758.4,2644.0,2.4,2.4,2009.0,0.894427190999946,262.4829518273525,449.31058300467384,0.8944271909999162,0.8944271909999219,0.0
392,Intel-Pentium-G4520,2009.0,366.0,798.0,2200.0,2.0,4.0,365.0,781.4,2704.0,2.4,2.8,2009.0,1.0000000000000249,259.2427433892804,329.05926517878186,0.8944271909999162,1.0954451150103357,0.0
393,Intel-Xeon-E3-1535M-v5,2009.0,367.0,1234.0,2700.0,4.0,4.0,365.6,907.8,2712.0,2.8,3.2,2009.0,1.1401754250991554,300.667923131152,328.2072515956951,1.0954451150103326,1.0954451150103344,0.0
394,Intel-Core-i7-5700HQ,2009.0,369.0,642.0,2600.0,2.0,2.0,366.6,906.2,2700.0,2.8,3.2,2009.0,1.5165750888103138,302.3990740726571,331.66247903553983,1.0954451150103326,1.0954451150103344,0.0
395,AMD-Ryzen-3-2200G,2009.0,369.0,710.0,1700.0,2.0,2.0,367.4,921.8,2440.0,2.8,3.2,2009.0,1.5165750888103138,286.3008906727332,502.99105359837154,1.0954451150103326,1.0954451150103344,0.0
396,Intel-Core-i5-3570K,2009.0,369.0,656.0,3200.0,2.0,2.0,368.0,808.0,2480.0,2.4,2.8,2009.0,1.4142135623731027,245.88615251778677,563.0275304103698,0.8944271909999162,1.0954451150103357,0.0
397,Intel-Core-i5-7267U,2009.0,369.0,1191.0,2800.0,4.0,4.0,368.6,886.6,2600.0,2.8,2.8,2009.0,0.8944271909999262,298.97290847165453,552.2680508593629,1.0954451150103326,1.0954451150103357,0.0
398,Intel-Xeon-Silver-4214R,2009.0,370.0,535.0,3000.0,2.0,2.0,369.2,746.8,2660.0,2.4,2.4,2009.0,0.4472135954999691,256.29806866225164,581.3776741499452,0.8944271909999162,0.8944271909999219,0.0
399,Intel-Core-i5-5575R,2009.0,372.0,1146.0,2660.0,4.0,4.0,369.8,847.6,2672.0,2.8,2.8,2009.0,1.3038404810405309,300.1371353231724,580.4481027619953,1.0954451150103326,1.0954451150103357,0.0
400,Intel-Core-i7-4960X,2009.0,371.0,2472.0,2300.0,16.0,16.0,370.2,1200.0,2792.0,5.6,5.6,2009.0,1.3038404810405309,767.9749344867972,342.5200724045233,5.8991524815010505,5.89915248150105,0.0
401,Intel-Core-i5-6400,2009.0,371.0,663.0,2200.0,2.0,2.0,370.6,1201.4,2592.0,5.6,5.6,2009.0,1.1401754250991398,766.7406993240938,336.6303610787356,5.8991524815010505,5.89915248150105,0.0
402,Intel-Core-i5-8400T,2009.0,371.0,964.0,2300.0,4.0,4.0,371.0,1156.0,2492.0,5.6,5.6,2009.0,0.7071067811865425,774.1947429426272,333.646519538268,5.8991524815010505,5.89915248150105,0.0
403,Intel-Core-i7-6770HQ,2009.0,372.0,678.0,3200.0,2.0,2.0,371.4,1184.6,2532.0,5.6,5.6,2009.0,0.5477225575051635,747.7070281868431,412.45605826560467,5.8991524815010505,5.89915248150105,0.0
404,Intel-Xeon-E5-1620-v3,2009.0,373.0,1240.0,2500.0,4.0,4.0,371.6,1203.4,2500.0,5.6,5.6,2009.0,0.8944271909999063,747.6755981038839,406.2019202317979,5.8991524815010505,5.89915248150105,0.0
405,Intel-Core-i3-4330,2009.0,373.0,815.0,2200.0,2.0,4.0,372.0,872.0,2480.0,2.8,3.2,2009.0,0.9999999999999893,238.98430910836075,420.71367935925247,1.0954451150103321,1.0954451150103348,0.0
406,Intel-Core-i7-4810MQ,2009.0,374.0,1248.0,2800.0,4.0,4.0,372.6,989.0,2600.0,3.2,3.6,2009.0,1.1401754250991243,253.82277281599556,406.2019202317979,1.0954451150103321,0.8944271909999172,0.0
407,Intel-Core-i7-6820HQ,2009.0,374.0,1018.0,2500.0,4.0,4.0,373.2,999.8,2640.0,3.2,3.6,2009.0,0.8366600265340518,253.64187351460816,378.15340802378057,1.0954451150103321,0.8944271909999172,0.0
408,Intel-Core-i5-4570S,2009.0,374.0,598.0,3000.0,2.0,2.0,373.6,983.8,2600.0,3.2,3.6,2009.0,0.5477225575051311,280.15388628395016,308.22070014844866,1.0954451150103321,0.894427190999917,0.0
409,Intel-Xeon-E5-2697A-v4,2009.0,374.0,849.0,1700.0,2.0,4.0,373.8,905.6,2440.0,2.8,3.6,2009.0,0.44721359549990947,242.84830656193688,512.8352561983232,1.0954451150103321,0.894427190999917,0.0
410,Intel-Xeon-E5-2618L-v4,2009.0,374.0,850.0,1700.0,2.0,4.0,374.0,912.6,2340.0,2.8,3.6,2009.0,0.0,240.0724890527869,610.7372593840987,1.0954451150103321,0.894427190999917,0.0
411,Intel-Core-i7-4770T,2009.0,374.0,808.0,2300.0,2.0,4.0,374.0,824.6,2240.0,2.4,3.6,2009.0,0.0,150.2225016433972,554.9774770204642,0.8944271909999157,0.894427190999917,0.0
412,Intel-Core-i5-7260U,2009.0,374.0,983.0,3100.0,3.0,3.0,374.0,817.6,2360.0,2.2,3.4,2009.0,0.0,139.38184960747392,676.7569726275451,0.44721359549995765,0.8944271909999179,0.0
413,Intel-Xeon-E3-1220-v3,2009.0,375.0,1183.0,2660.0,4.0,4.0,374.2,934.6,2292.0,2.6,3.8,2009.0,0.44721359549990947,153.7507723557852,610.1803012225156,0.8944271909999156,0.44721359549995854,0.0
414,Intel-Core-i5-6440HQ,2009.0,376.0,1278.0,2800.0,4.0,4.0,374.6,1020.4,2512.0,3.0,3.8,2009.0,0.8944271909998864,205.14945771315234,537.3267162537146,0.9999999999999998,0.44721359549995854,0.0
415,AMD-Ryzen-3-1200,2009.0,376.0,978.0,2800.0,3.0,3.0,375.0,1046.0,2732.0,3.2,3.6,2009.0,0.9999999999999716,185.62731480038298,290.03448070875965,0.8366600265340752,0.5477225575051679,0.0
416,Intel-Core-i5-8305G,2009.0,377.0,1120.0,1100.0,4.0,4.0,375.6,1108.4,2492.0,3.6,3.6,2009.0,1.1401754250991087,129.6082559098782,794.5564800566414,0.5477225575051656,0.5477225575051679,0.0
417,Intel-Pentium-G4560,2009.0,376.0,1273.0,3100.0,4.0,4.0,376.0,1166.4,2492.0,3.8,3.8,2009.0,0.7071067811864923,124.23888280244826,794.5564800566414,0.4472135954999573,0.44721359549995854,0.0
418,Intel-Xeon-E5-2690-v3,2009.0,378.0,678.0,3200.0,2.0,2.0,376.6,1065.4,2600.0,3.4,3.4,2009.0,0.8944271909998667,249.4970941714562,857.3214099741123,0.8944271909999155,0.8944271909999179,0.0
419,Intel-Core-i3-8100T,2009.0,377.0,810.0,2400.0,2.0,4.0,376.8,971.8,2520.0,3.0,3.4,2009.0,0.8366600265340199,237.2871677946376,852.6429498916882,0.9999999999999997,0.8944271909999179,0.0
420,Intel-Xeon-E5-2696-v4,2009.0,377.0,1261.0,3200.0,4.0,4.0,377.0,1028.4,2600.0,3.2,3.6,2009.0,0.7071067811864797,270.55553958475974,902.7735042633893,1.095445115010332,0.894427190999917,0.0
421,Intel-Xeon-E3-1270-V2,2009.0,378.0,1049.0,2500.0,4.0,4.0,377.2,1014.2,2880.0,3.2,3.6,2009.0,0.8366600265340199,266.37698849562906,396.23225512317885,1.095445115010332,0.894427190999917,0.0
422,Intel-Pentium-G3258,2009.0,377.0,1639.0,2270.0,4.0,8.0,377.4,1087.4,2714.0,3.2,4.4,2009.0,0.5477225575050825,380.9308336168136,451.08757464598807,1.095445115010332,2.1908902300206634,0.0
423,AMD-Ryzen-7-3750H,2009.0,378.0,655.0,3060.0,2.0,2.0,377.4,1082.8,2686.0,3.2,4.4,2009.0,0.5477225575050825,387.197882225614,416.3892409753161,1.095445115010332,2.1908902300206634,0.0
424,Intel-Core-i7-4860HQ,2009.0,378.0,1173.0,2660.0,4.0,4.0,377.6,1155.4,2738.0,3.6,4.4,2009.0,0.5477225575050825,356.0376384597568,386.93668732752633,0.8944271909999154,2.1908902300206634,0.0
425,AMD-Ryzen-3-PRO-1200,2009.0,378.0,1299.0,2800.0,4.0,4.0,377.8,1163.0,2658.0,3.6,4.4,2009.0,0.4472135954998499,359.2464335243991,298.86451780029006,0.8944271909999154,2.1908902300206634,0.0
426,Intel-Core-i7-2600K,2009.0,379.0,1023.0,2400.0,4.0,4.0,378.0,1157.8,2638.0,3.6,4.4,2009.0,0.7071067811864797,361.49024883114134,314.99206339207956,0.8944271909999154,2.1908902300206634,0.0
427,Intel-Core-i3-8121U,2009.0,379.0,662.0,2800.0,2.0,2.0,378.4,962.4,2744.0,3.2,3.2,2009.0,0.5477225575050825,294.1339830757413,240.58262613912893,1.095445115010332,1.0954451150103344,0.0
428,Intel-Xeon-Gold-6130,2009.0,379.0,737.0,2400.0,2.0,2.0,378.6,978.8,2612.0,3.2,3.2,2009.0,0.5477225575050825,274.32863503469787,201.79197209007071,1.095445115010332,1.0954451150103344,0.0
429,Intel-Core-i4-4690T,2009.0,379.0,1054.0,2500.0,4.0,4.0,378.8,955.0,2580.0,3.2,3.2,2009.0,0.4472135954998499,257.94088470035234,204.9390153191917,1.095445115010332,1.0954451150103344,0.0
430,AMD-Athlon-3000G,2009.0,379.0,1020.0,2400.0,4.0,4.0,379.0,899.2,2500.0,3.2,3.2,2009.0,0.0,184.6989442308766,173.20508075688738,1.095445115010332,1.0954451150103344,0.0
431,Intel-Xeon-E5-1607-v4,2009.0,379.0,673.0,3000.0,2.0,2.0,379.0,829.2,2620.0,2.8,2.8,2009.0,0.0,192.22044636302473,268.3281572999745,1.095445115010332,1.0954451150103357,0.0
432,Intel-Xeon-E5-2687W-v4,2009.0,380.0,1294.0,3000.0,4.0,4.0,379.2,955.6,2660.0,3.2,3.2,2009.0,0.4472135954998499,252.97885287114505,313.04951684997036,1.095445115010332,1.0954451150103344,0.0
433,Intel-Xeon-E5-2690-v4,2009.0,380.0,656.0,3000.0,2.0,2.0,379.4,939.4,2780.0,3.2,3.2,2009.0,0.5477225575050825,272.3303141407516,303.3150177620618,1.095445115010332,1.0954451150103344,0.0
434,Intel-Core-i5-6402P,2009.0,380.0,1292.0,2800.0,4.0,4.0,379.6,987.0,2840.0,3.2,3.2,2009.0,0.5477225575050825,314.84917023870406,260.7680962081057,1.095445115010332,1.0954451150103344,0.0
435,Intel-Xeon-E5-2667-v4,2009.0,381.0,669.0,2930.0,2.0,2.0,380.0,916.8,2946.0,2.8,2.8,2009.0,0.7071067811864797,343.4802759984923,87.063195438715,1.095445115010332,1.0954451150103357,0.0
436,Intel-Core-i7-3960X,2009.0,381.0,685.0,3200.0,2.0,2.0,380.4,919.2,2986.0,2.8,2.8,2009.0,0.5477225575050825,341.3864379262897,144.84474446799885,1.095445115010332,1.0954451150103357,0.0
