,CPU Name,Year Released,Single Core Performance,Multi Core Performance,Clock Speed,Number of Cores,Number of Threads,Rolling Single Core Score,Rolling Multi Core Score,Rolling Average Clock Speed,Rolling Average Number of Cores,Rolling Average Number of Threads,Rolling Year,Rolling STD Single Core Score,Rolling STD Multi Core Score,Rolling STD Clock Speed,Rolling STD Number of Cores,Rolling STD Number of Threads,Rolling STD Year
818,Intel-Xeon-E5-2609-v2,2013.0,603.0,1132.0,2200.0,2.0,4.0,601.8,1613.0,2838.2,2.4,4.8,2013.0,0.836660026534141,465.70591578806517,892.6904278639935,0.89442719099991,1.7888543819998417,0.0
819,AMD-A10-7850K,2013.0,605.0,1078.0,3200.0,2.0,2.0,602.6,1548.2,2998.2,2.4,4.4,2013.0,1.5165750888103444,521.5929447375611,865.8037883955001,0.89442719099991,2.1908902300206736,0.0
820,Intel-Core-i7-2630QM,2013.0,605.0,2180.0,2300.0,4.0,8.0,603.4,1710.2,2798.2,2.8,5.2,2013.0,1.5165750888103444,575.4200205067604,893.7092368326512,1.0954451150103275,2.6832815729997535,0.0
821,Intel-Core-i7-3687U,2013.0,609.0,4846.0,2600.0,8.0,16.0,604.8,2307.0,2480.0,4.0,7.6,2013.0,2.68328157299978,1529.1975019597699,443.8468204234427,2.449489742783176,5.366563145999495,0.0
822,Intel-Celeron-G1840T,2013.0,610.0,2317.0,2200.0,4.0,8.0,606.4,2310.6,2500.0,4.0,7.6,2013.0,2.9664793948383053,1529.195147781996,424.26406871192825,2.449489742783176,5.366563145999495,0.0
823,Intel-Core-i5-2450M,2013.0,611.0,1272.0,1800.0,2.0,4.0,608.0,2338.6,2420.0,4.0,7.6,2013.0,2.8284271247462365,1503.2816768656498,521.5361924162116,2.449489742783176,5.366563145999495,0.0
824,AMD-A10-6790K,2013.0,612.0,1384.0,2500.0,2.0,4.0,609.4,2399.8,2280.0,4.0,8.0,2013.0,2.701851217221311,1444.1991552414092,311.44823004794836,2.449489742783176,4.898979485566356,0.0
825,Intel-Core-i3-3220T,2013.0,612.0,1385.0,3400.0,2.0,4.0,610.8,2240.8,2500.0,3.6,7.2,2013.0,1.303840481040656,1516.4058493688292,591.6079783099614,2.6076809620810573,5.21536192416212,0.0
826,Intel-Core-M-5Y70,2013.0,614.0,2448.0,3330.0,4.0,8.0,611.8,1761.2,2646.0,2.8,5.6,2013.0,1.483239697419263,570.9051584983274,702.1965536799506,1.095445115010327,2.1908902300206683,0.0
827,Intel-Pentium-G840,2013.0,615.0,3369.0,3330.0,6.0,12.0,612.8,1971.6,2872.0,3.2,6.4,2013.0,1.6431676725156332,916.3101549148084,704.6062730348061,1.7888543819998284,3.577708763999665,0.0
828,AMD-FX-6120,2013.0,616.0,1278.0,2700.0,2.0,4.0,613.8,1972.8,3052.0,3.2,6.4,2013.0,1.7888543819999716,915.168126630293,419.60695895087315,1.7888543819998284,3.577708763999665,0.0
829,AMD-FX-6300,2013.0,616.0,6264.0,2400.0,10.0,20.0,614.6,2948.8,3032.0,4.8,9.6,2013.0,1.6733200530683052,2040.524613916725,453.50854457220515,3.3466401061363005,6.693280212272604,0.0
830,Intel-Core-i7-940,2013.0,615.0,4686.0,2600.0,8.0,16.0,615.2,3609.0,2872.0,6.0,12.0,2013.0,0.8366600265343744,1939.5899051088093,431.82172247352236,3.1622776601683777,6.324555320336756,0.0
831,Intel-Pentium-G2010,2013.0,618.0,1382.0,3300.0,2.0,4.0,616.0,3395.8,2866.0,5.6,11.2,2013.0,1.2247448713917863,2146.6469667833135,424.004716954894,3.577708763999662,7.155417527999325,0.0
832,AMD-A10-7860K,2013.0,618.0,1979.0,2900.0,4.0,4.0,616.6,3117.8,2780.0,5.2,9.6,2013.0,1.3416407865000501,2239.0040643107372,342.0526275297411,3.6331804249169886,7.797435475847171,0.0
833,AMD-Phenom-II-X6-1100T-Black-Edition,2013.0,619.0,1879.0,1900.0,4.0,4.0,617.2,3238.0,2620.0,5.6,9.6,2013.0,1.6431676725156332,2128.971465285526,526.3078946776304,3.286335345030995,7.797435475847171,0.0
834,Intel-Xeon-E5-2650,2013.0,620.0,2445.0,2300.0,4.0,8.0,618.0,2474.2,2600.0,4.4,7.2,2013.0,1.8708286933870846,1292.7972385490305,538.5164807134502,2.190890230020662,5.21536192416212,0.0
835,AMD-A8-6600K,2013.0,621.0,2293.0,2400.0,2.0,4.0,619.2,1995.6,2560.0,3.2,4.8,2013.0,1.3038404810406834,412.5479366085823,545.893762558247,1.0954451150103275,1.7888543819998382,0.0
836,AMD-FX-8310,2013.0,621.0,2397.0,2400.0,4.0,8.0,619.8,2198.6,2380.0,3.6,5.6,2013.0,1.3038404810406834,254.63464022005897,356.3705936241089,0.89442719099991,2.1908902300206683,0.0
837,AMD-A10-5800K,2013.0,621.0,1379.0,3400.0,2.0,4.0,620.4,2078.6,2480.0,3.2,5.6,2013.0,0.8944271910001566,450.2430454765502,554.0758070878026,1.0954451150103275,2.1908902300206683,0.0
838,Intel-Xeon-W3550,2013.0,622.0,1387.0,3500.0,2.0,4.0,621.0,1980.2,2800.0,2.8,5.6,2013.0,0.707106781186859,547.9353976519485,595.8187643906491,1.0954451150103275,2.1908902300206683,0.0
839,Intel-Pentium-4415U,2013.0,622.0,1137.0,3000.0,2.0,2.0,621.4,1718.6,2940.0,2.4,4.4,2013.0,0.5477225575055722,581.7446175084036,527.2570530585625,0.89442719099991,2.19089023002067,0.0
840,Intel-Xeon-E5-2420-v2,2013.0,623.0,2143.0,2400.0,4.0,8.0,621.8,1688.6,2940.0,2.8,5.2,2013.0,0.8366600265343532,547.5826878198386,527.2570530585625,1.0954451150103275,2.6832815729997512,0.0
841,AMD-FX-4170,2013.0,624.0,5658.0,2500.0,10.0,20.0,622.4,2340.8,2960.0,4.0,7.6,2013.0,1.1401754250993517,1892.542522639848,502.9910535983714,3.464101615137753,7.26636084983398,0.0
842,Intel-Pentium-G645,2013.0,626.0,5583.0,2000.0,24.0,48.0,623.4,3181.6,2680.0,8.4,16.4,2013.0,1.6733200530683052,2257.1523652602627,580.5170109479996,9.316651759081692,18.994736112934024,0.0
843,AMD-A10-6700,2013.0,626.0,3432.0,3330.0,6.0,12.0,624.2,3590.6,2646.0,9.2,18.0,2013.0,1.7888543819999716,2023.8980458511242,522.5705693970908,8.786353054595518,17.999999999999996,0.0
844,AMD-A10-7870K,2013.0,629.0,1140.0,3100.0,2.0,2.0,625.6,3591.2,2666.0,9.2,18.0,2013.0,2.3021728866443643,2022.9890508848532,541.0914894913797,8.786353054595518,17.999999999999996,0.0
845,AMD-FX-4300,2013.0,628.0,1425.0,2400.0,2.0,4.0,626.6,3447.6,2666.0,8.8,17.2,2013.0,1.9493588689618995,2171.518662134866,541.0914894913797,9.121403400793103,18.633303518163384,0.0
846,Intel-Core-i3-5020U,2013.0,628.0,1384.0,2900.0,2.0,4.0,627.4,2592.8,2746.0,7.2,14.0,2013.0,1.3416407865000237,1909.262606348325,539.9814811639375,9.549869109050658,19.390719429665314,0.0
847,Intel-Core-i5-650,2013.0,629.0,3694.0,2900.0,6.0,12.0,628.0,2215.0,2926.0,3.6,6.8,2013.0,1.2247448713917573,1238.83170769883,343.33656956403547,2.190890230020661,4.816637831516922,0.0
848,Intel-Core-i5-2435M,2013.0,630.0,1383.0,2800.0,2.0,4.0,628.8,1805.2,2820.0,2.8,5.2,2013.0,0.836660026534332,1061.8699072861984,258.8435821108952,1.788854381999828,3.8987177379235933,0.0
849,Intel-Xeon-E5-2630L-v2,2013.0,630.0,4738.0,2400.0,16.0,32.0,629.0,2524.8,2680.0,5.6,11.2,2013.0,1.0000000000002132,1587.4488023240306,258.8435821108952,6.06630035524124,12.13260071048248,0.0
850,AMD-Athlon-X4-950,2013.0,631.0,2623.0,3470.0,4.0,8.0,629.6,2764.4,2894.0,6.0,12.0,2013.0,1.1401754250993206,1465.6924302185637,382.3349317025581,5.8309518948453,11.661903789690601,0.0
851,Intel-Core-i5-760,2013.0,631.0,2106.0,2300.0,4.0,4.0,630.2,2908.8,2774.0,6.4,12.0,2013.0,0.8366600265343108,1324.4571340741832,465.16663680878895,5.5497747702046425,11.661903789690601,0.0
852,Intel-Pentium-3560M,2013.0,632.0,1388.0,2500.0,2.0,4.0,630.8,2447.6,2694.0,5.6,10.4,2013.0,0.8366600265343108,1382.8876671660641,472.41930527868965,5.89915248150105,12.198360545581526,0.0
853,AMD-FX-8150,2013.0,631.0,1234.0,1700.0,2.0,4.0,631.0,2417.8,2474.0,5.6,10.4,2013.0,0.7071067811868339,1412.845072893698,637.8714604056211,5.89915248150105,12.198360545581526,0.0
854,Intel-Xeon-X5650,2013.0,633.0,2280.0,3000.0,4.0,4.0,631.6,1926.2,2594.0,3.2,4.8,2013.0,0.8944271910001367,594.1028530481897,675.7810296242413,1.095445115010326,1.7888543819998564,0.0
855,Intel-Core-i3-4000M,2013.0,633.0,2037.0,3000.0,4.0,4.0,632.0,1809.0,2500.0,3.2,4.0,2013.0,1.0000000000001954,466.34214907082855,543.1390245600106,1.095445115010326,3.1610136383170525e-07,0.0
856,Intel-Core-i7-3517U,2013.0,634.0,4381.0,1800.0,8.0,16.0,632.6,2264.0,2400.0,4.0,6.4,2013.0,1.140175425099305,1261.1254893942944,628.4902544988265,2.449489742783175,5.366563145999502,0.0
857,Intel-Xeon-X5550,2013.0,635.0,4642.0,2100.0,8.0,16.0,633.2,2914.8,2320.0,5.2,8.8,2013.0,1.483239697419251,1510.9231284218263,637.965516309463,2.6832815729997455,6.572670690061996,0.0
858,Intel-Core-i5-2430M,2013.0,635.0,2060.0,2700.0,4.0,4.0,634.0,3080.0,2520.0,5.6,8.8,2013.0,1.0000000000001599,1313.4586023167985,544.9770637375483,2.190890230020662,6.572670690061996,0.0
859,AMD-FX-6200,2013.0,636.0,1308.0,2100.0,2.0,4.0,634.6,2885.6,2340.0,5.2,8.8,2013.0,1.140175425099274,1517.5408725961875,492.9503017546493,2.683281572999746,6.572670690061996,0.0
860,Intel-Pentium-Gold-4417U,2013.0,638.0,1426.0,2900.0,2.0,4.0,635.6,2763.4,2320.0,4.8,8.8,2013.0,1.5165750888104028,1623.8355212274419,460.43457732885327,3.0331501776206182,6.572670690061996,0.0
861,Intel-Xeon-W3530,2013.0,637.0,3614.0,3470.0,6.0,12.0,636.2,2610.0,2654.0,4.4,8.0,2013.0,1.303840481040629,1460.8730266522132,579.2926721442278,2.6076809620810573,5.656854249492384,0.0
862,AMD-Athlon-X4-760K,2013.0,638.0,2419.0,1600.0,4.0,8.0,636.8,2165.4,2554.0,3.6,6.4,2013.0,1.303840481040629,929.477164862052,723.9336986216347,1.6733200530681476,3.5777087639996727,0.0
863,AMD-Phenom-II-X4-980,2013.0,639.0,1336.0,2000.0,2.0,4.0,637.6,2020.6,2414.0,3.2,6.4,2013.0,1.1401754250992582,1003.4529386074855,755.6321856564871,1.7888543819998286,3.5777087639996727,0.0
864,AMD-FX-8320E,2013.0,639.0,1442.0,3000.0,2.0,4.0,638.2,2047.4,2594.0,3.2,6.4,2013.0,0.8366600265342259,981.2057888129269,769.2073842599275,1.7888543819998286,3.5777087639996727,0.0
865,Intel-Pentium-G2030T,2013.0,639.0,4783.0,2700.0,8.0,16.0,638.4,2718.8,2554.0,4.4,8.8,2013.0,0.8944271910000573,1474.325167661462,754.3739125924224,2.6076809620810573,5.215361924162122,0.0
866,Intel-Xeon-X3460,2013.0,639.0,2129.0,3100.0,4.0,4.0,638.8,2421.8,2480.0,4.0,7.2,2013.0,0.447213595500255,1396.4217486132184,653.4523701081814,2.4494897427831757,5.215361924162124,0.0
867,AMD-FX-770K,2013.0,641.0,3133.0,4700.0,8.0,8.0,639.4,2564.6,3100.0,4.8,7.2,2013.0,0.8944271910000772,1432.114974434664,992.4716620639603,3.0331501776206182,5.215361924162124,0.0
868,Intel-Xeon-E5-2630,2013.0,642.0,1424.0,2900.0,2.0,4.0,640.0,2582.2,3280.0,4.8,7.2,2013.0,1.414213562373198,1413.6632201482778,807.4651695274539,3.0331501776206182,5.215361924162124,0.0
869,AMD-A10-PRO-7800B,2013.0,643.0,1415.0,2600.0,2.0,4.0,640.8,2576.8,3200.0,4.8,7.2,2013.0,1.7888543819999219,1419.1484066157416,860.2325267042626,3.0331501776206182,5.215361924162124,0.0
870,AMD-Athlon-X4-750K,2013.0,642.0,1391.0,2600.0,2.0,4.0,641.4,1898.4,3180.0,3.6,4.8,2013.0,1.5165750888104264,757.2316686457311,875.7853618324525,2.6076809620810573,1.7888543819998564,0.0
871,AMD-A10-9700,2013.0,644.0,2225.0,2500.0,4.0,8.0,642.4,1917.6,3060.0,3.6,5.6,2013.0,1.140175425099305,765.7099973227452,928.9779329994872,2.6076809620810573,2.190890230020682,0.0
872,Intel-Core-i5-2410M,2013.0,645.0,2132.0,1600.0,4.0,8.0,643.2,1717.4,2440.0,2.8,5.6,2013.0,1.3038404810406699,422.379331880714,492.9503017546493,1.0954451150103266,2.190890230020682,0.0
873,Intel-Core-i7-2635QM,2013.0,645.0,3251.0,2600.0,4.0,8.0,643.8,2082.8,2380.0,3.2,6.4,2013.0,1.3038404810406699,760.242855934864,438.1780460041326,1.0954451150103266,2.1908902300206794,0.0
874,Intel-Core-i7-860,2013.0,645.0,1391.0,2400.0,2.0,4.0,644.2,2078.0,2340.0,3.2,6.4,2013.0,1.3038404810406699,765.5703756023989,421.90046219457946,1.0954451150103266,2.1908902300206794,0.0
875,Intel-Celeron-G1630,2013.0,645.0,2538.0,2300.0,4.0,8.0,644.8,2307.4,2280.0,3.6,7.2,2013.0,0.4472135955003345,674.7038609641997,396.2322551231787,0.894427190999909,1.7888543819998468,0.0
876,AMD-A10-7800,2013.0,646.0,2104.0,2700.0,4.0,4.0,645.2,2283.2,2320.0,3.6,6.4,2013.0,0.4472135955003345,680.5429450078799,432.4349662087928,0.894427190999909,2.1908902300206794,0.0
877,AMD-A10-PRO-7850B,2013.0,646.0,2499.0,2400.0,4.0,8.0,645.4,2356.6,2480.0,3.6,6.4,2013.0,0.5477225575054748,679.9494834177009,164.31676725154912,0.894427190999909,2.1908902300206794,0.0
878,Intel-Core-i7-2675QM,2013.0,647.0,1212.0,2600.0,2.0,2.0,645.8,1948.8,2480.0,3.2,5.2,2013.0,0.8366600265342896,618.0571980003131,164.31676725154912,1.0954451150103266,2.683281572999763,0.0
879,AMD-A8-6500,2013.0,646.0,3468.0,3330.0,6.0,12.0,646.0,2364.2,2666.0,4.0,6.8,2013.0,0.7071067811868088,815.7850207009187,403.4600351955566,1.4142135623730907,3.8987177379235933,0.0
880,Intel-Core-i3-3240T,2013.0,647.0,6079.0,2800.0,10.0,20.0,646.4,3072.4,2766.0,5.2,9.2,2013.0,0.5477225575055072,1865.7315723329543,348.2527817548623,3.0331501776206182,7.155417527999329,0.0
881,Intel-Core-i5-750,2013.0,652.0,7032.0,2100.0,12.0,24.0,647.6,4058.0,2646.0,6.8,13.2,2013.0,2.5099800796022955,2439.6420844050053,461.60589251004996,4.147288270665543,8.899438184514793,0.0
882,Intel-Core-i7-930,2013.0,649.0,1454.0,2700.0,2.0,4.0,648.2,3849.0,2706.0,6.4,12.4,2013.0,2.387467277262732,2642.8840307512546,440.65859800984225,4.56070170039655,9.633275663033835,0.0
883,Intel-Xeon-E5-2620-v2,2013.0,649.0,1443.0,2900.0,2.0,4.0,648.6,3895.2,2766.0,6.4,12.8,2013.0,2.302172886644333,2586.6841129136737,443.0349873317002,4.56070170039655,9.1214034007931,0.0
884,AMD-A8-6500B,2013.0,650.0,5722.0,2200.0,10.0,20.0,649.4,4346.0,2540.0,7.2,14.4,2013.0,1.8165902124585744,2688.0445494820206,364.69165057620904,4.816637831516917,9.633275663033833,0.0
885,Intel-Core-i3-560,2013.0,650.0,2390.0,2200.0,4.0,8.0,650.0,3608.2,2420.0,6.0,12.0,2013.0,1.2247448713917137,2598.2319372989004,356.3705936241089,4.690415759823429,9.380831519646858,0.0
886,AMD-A8-PRO-7600B,2013.0,651.0,3162.0,3500.0,4.0,8.0,649.8,2834.2,2700.0,4.4,8.8,2013.0,0.8366600265342683,1766.6737672813276,543.1390245600106,3.286335345030995,6.572670690061995,0.0
887,Intel-Xeon-E5-2609,2013.0,651.0,2076.0,2800.0,4.0,4.0,650.2,2958.6,2720.0,4.8,8.8,2013.0,0.8366600265342683,1664.112616381475,544.9770637375483,3.0331501776206182,6.572670690061995,0.0
888,AMD-A8-7650K,2013.0,651.0,2170.0,3100.0,4.0,4.0,650.6,3104.0,2760.0,5.2,8.8,2013.0,0.5477225575054424,1524.4854869758512,568.3308895353126,2.683281572999746,6.572670690061995,0.0
889,AMD-Athlon-X4-840,2013.0,652.0,2265.0,2500.0,4.0,8.0,651.0,2412.6,2820.0,4.0,6.4,2013.0,0.7071067811867585,434.75602353503757,506.9516742254628,0.0,2.1908902300206763,0.0
890,Intel-Core-i3-3130M,2013.0,653.0,2141.0,3000.0,4.0,4.0,651.6,2362.8,2980.0,4.0,5.6,2013.0,0.8944271910000772,451.91448306067616,370.13511046643464,0.0,2.190890230020679,0.0
891,Intel-Xeon-W3520,2013.0,653.0,3584.0,3470.0,6.0,12.0,652.0,2447.2,2974.0,4.4,6.4,2013.0,1.000000000000142,639.1202547251951,359.6943146617691,0.8944271909999103,3.5777087639996705,0.0
892,Intel-Core-i5-3427U,2013.0,654.0,7287.0,2500.0,12.0,24.0,652.6,3489.4,2914.0,6.0,10.4,2013.0,1.1401754250992582,2207.309969170619,416.509303617578,3.464101615137753,8.294576541331088,0.0
893,AMD-A8-5600K,2013.0,654.0,2074.0,2000.0,4.0,4.0,653.2,3470.2,2694.0,6.0,10.4,2013.0,0.8366600265342259,2222.0242347913304,559.6248743578146,3.464101615137753,8.294576541331088,0.0
894,Intel-Celeron-G1620,2014.0,656.0,1431.0,1800.0,2.0,4.0,654.0,3303.4,2554.0,5.6,9.6,2013.2,1.2247448713916849,2362.005778993777,692.1560517686743,3.847076812334268,8.763560920082659,0.4472135954999452
895,Intel-Xeon-E5-2430,2014.0,657.0,2116.0,3100.0,4.0,4.0,654.8,3298.4,2574.0,5.6,9.6,2013.4,1.6431676725155793,2365.105980712069,709.4927765664706,3.847076812334268,8.763560920082659,0.5477225575051375
896,AMD-A4-7300,2014.0,658.0,2955.0,3300.0,4.0,8.0,655.8,3172.6,2540.0,5.2,8.8,2013.6,1.7888543819999219,2362.8443241144764,658.0273550544839,3.898717737923584,8.671793355471522,0.5477225575051375
897,Intel-Xeon-X3450,2014.0,658.0,7045.0,2700.0,12.0,24.0,656.6,3124.2,2580.0,5.2,8.8,2013.8,1.6733200530682522,2257.632321703425,661.0597552415362,3.898717737923584,8.671793355471522,0.4472135954999452
898,Intel-Pentium-2030M,2014.0,659.0,6749.0,2000.0,32.0,64.0,657.6,4059.2,2580.0,10.8,20.8,2014.0,1.140175425099274,2648.242096183806,661.0597552415362,12.457929201917949,25.518620652378527,0.0
899,Intel-Core-i3-6006U,2014.0,663.0,2180.0,3100.0,4.0,4.0,659.0,4209.0,2840.0,11.2,20.8,2014.0,2.3452078799117784,2478.129435683293,517.6871642217911,12.13260071048248,25.518620652378527,0.0
900,AMD-FX-9830P,2014.0,663.0,1233.0,3200.0,2.0,2.0,660.2,4032.4,2860.0,10.8,20.4,2014.0,2.588435821109007,2687.2146918324183,531.9774431308152,12.457929201917949,25.861167800391378,0.0
901,Intel-Core-i5-3337U,2014.0,668.0,1243.0,3200.0,2.0,2.0,662.2,3690.0,2840.0,10.4,19.2,2014.0,3.962322551231808,2954.583896253413,512.8352561983231,12.759310326189265,26.705804612480783,0.0
902,Intel-Celeron-3955U,2014.0,671.0,1597.0,2700.0,2.0,4.0,664.8,2600.4,2840.0,8.4,15.2,2014.0,4.711687595755917,2350.890639736353,512.8352561983231,13.221195104830729,27.29835159858558,0.0
903,Intel-Celeron-G1610,2014.0,671.0,2317.0,2800.0,4.0,8.0,667.2,1714.0,3000.0,2.8,4.0,2014.0,4.024922359499646,511.7753413364101,234.52078799117098,1.0954451150103324,2.4494897427831988,0.0
904,AMD-A12-9800E,2014.0,673.0,2560.0,3200.0,4.0,8.0,669.2,1790.0,3020.0,2.8,4.8,2014.0,3.898717737923597,615.9009660651614,248.99799195977417,1.0954451150103324,3.0331501776206347,0.0
905,Intel-Core-i7-920,2014.0,674.0,2924.0,2200.0,4.0,8.0,671.4,2128.2,2820.0,3.2,6.0,2014.0,2.3021728866442714,693.0272000434031,414.7288270665541,1.0954451150103324,2.8284271247462027,0.0
906,AMD-FX-8120,2014.0,675.0,1263.0,2800.0,2.0,2.0,672.8,2132.2,2740.0,3.2,6.0,2014.0,1.7888543819998524,686.6692799303017,357.770876399966,1.0954451150103324,2.8284271247462027,0.0
907,Intel-Core-i7-2677M,2014.0,675.0,1232.0,3300.0,2.0,2.0,673.6,2059.2,2860.0,3.2,5.6,2014.0,1.6733200530681778,771.902649302358,433.58966777357574,1.0954451150103324,3.2863353450310084,0.0
908,Intel-Pentium-G640,2014.0,677.0,2462.0,2300.0,4.0,8.0,674.8,2088.2,2760.0,3.2,5.6,2014.0,1.483239697419167,786.5934146685943,502.9910535983714,1.0954451150103324,3.2863353450310084,0.0
909,AMD-PRO-A6-9500,2014.0,676.0,2220.0,3100.0,4.0,4.0,675.4,2020.2,2740.0,3.2,4.8,2014.0,1.140175425099196,749.4285823212236,482.70073544588655,1.0954451150103324,3.0331501776206347,0.0
910,Intel-Core-i3-5010U,2014.0,677.0,2405.0,2700.0,4.0,8.0,676.0,1916.4,2840.0,3.2,4.8,2014.0,1.000000000000071,617.235206384081,384.70768123342657,1.0954451150103324,3.0331501776206347,0.0
911,AMD-PRO-A10-8770E,2014.0,677.0,2573.0,2700.0,4.0,8.0,676.4,2178.4,2820.0,3.6,6.0,2014.0,0.8944271909999977,544.2630797693328,389.8717737923583,0.8944271909999159,2.8284271247462027,0.0
912,Intel-Xeon-E5-2658-v2,2014.0,678.0,5243.0,2900.0,8.0,16.0,677.0,2980.6,2740.0,4.8,8.8,2014.0,0.707106781186658,1271.1574646754032,296.6479394838261,1.7888543819998317,4.381780460041332,0.0
913,Intel-Core-i3-5015U,2014.0,677.0,3722.0,3470.0,6.0,12.0,677.0,3232.6,2974.0,5.2,9.6,2014.0,0.707106781186658,1267.534338785344,323.0789377226559,1.7888543819998317,4.560701700396554,0.0
914,Intel-Xeon-E5649,2014.0,678.0,2233.0,3100.0,4.0,4.0,677.4,3235.2,2974.0,5.2,9.6,2014.0,0.5477225575053127,1264.9486946117613,323.0789377226559,1.7888543819998317,4.560701700396554,0.0
915,Intel-Xeon-E5-2630L,2014.0,685.0,1520.0,3000.0,2.0,4.0,679.0,3058.2,3034.0,4.8,8.8,2014.0,3.391164991562658,1457.4305129233433,285.096474899287,2.2803508501982757,5.2153619241621225,0.0
916,Intel-Core-M-5Y51,2014.0,679.0,2629.0,2500.0,4.0,8.0,679.4,3069.4,2994.0,4.8,8.8,2014.0,3.2093613071762674,1452.9780796694763,350.2570484658371,2.2803508501982757,5.2153619241621225,0.0
917,AMD-A8-7600,2014.0,680.0,4648.0,1800.0,8.0,16.0,679.8,2950.4,2774.0,4.8,8.8,2014.0,3.1144823004795152,1239.0739687363298,645.2751351167964,2.2803508501982757,5.2153619241621225,0.0
918,Intel-Core-i5-3437U,2014.0,681.0,2364.0,2000.0,4.0,8.0,680.6,2678.8,2480.0,4.4,8.0,2014.0,2.7018512172212983,1174.8279448497976,580.5170109479996,2.1908902300206643,4.898979485566361,0.0
919,Intel-Core-i3-550,2014.0,681.0,2650.0,3200.0,4.0,8.0,681.2,2762.2,2500.0,4.4,8.8,2014.0,2.2803508501983187,1149.8039832945437,608.2762530298218,2.1908902300206643,4.381780460041333,0.0
920,AMD-A10-5700,2014.0,681.0,1527.0,3100.0,2.0,4.0,680.4,2763.6,2520.0,4.4,8.8,2014.0,0.8944271910000573,1147.9160683604005,630.0793600809344,2.1908902300206643,4.381780460041333,0.0
921,AMD-FX-4100,2014.0,681.0,6114.0,2300.0,10.0,20.0,680.8,3460.6,2480.0,5.6,11.2,2014.0,0.447213595500255,1874.0906594932915,637.965516309463,3.286335345030997,6.572670690061994,0.0
922,Intel-Pentium-G630,2014.0,682.0,8013.0,2000.0,14.0,28.0,681.2,4133.6,2520.0,6.8,13.6,2014.0,0.447213595500255,2788.307963622383,589.0670590009254,5.019960159204453,10.039920318408905,0.0
923,AMD-FX-4130,2014.0,682.0,1469.0,2700.0,2.0,4.0,681.4,3954.6,2660.0,6.4,12.8,2014.0,0.54772255750541,2954.109392016484,512.8352561983231,5.366563145999495,10.73312629199899,0.0
924,Intel-Pentium-4405U,2014.0,682.0,1499.0,2600.0,2.0,4.0,681.6,3724.4,2540.0,6.0,12.0,2014.0,0.54772255750541,3121.300978758697,415.93268686170813,5.656854249492381,11.313708498984761,0.0
925,AMD-FX-6100,2014.0,685.0,2845.0,3600.0,4.0,8.0,682.4,3988.0,2640.0,6.4,12.8,2014.0,1.5165750888104028,2939.7037265683766,602.4948132556825,5.366563145999495,10.73312629199899,0.0
926,AMD-A8-9600,2014.0,685.0,1553.0,1800.0,2.0,4.0,683.2,3075.8,2540.0,4.8,9.6,2014.0,1.6431676725155793,2820.2941690540015,705.6911505750938,5.215361924162119,10.43072384832424,0.0
927,Intel-Pentium-G2020T,2014.0,685.0,6524.0,3000.0,10.0,20.0,683.8,2778.0,2740.0,4.0,8.0,2014.0,1.6431676725155793,2172.9560510972146,654.2170893518448,3.4641016151377544,6.928203230275513,0.0
928,Intel-Core-i7-2617M,2014.0,686.0,2530.0,2000.0,4.0,8.0,684.6,2990.2,2600.0,4.4,8.8,2014.0,1.5165750888104028,2062.148806463782,734.8469228349533,3.286335345030997,6.5726706900619964,0.0
929,Intel-Xeon-E5630,2014.0,687.0,1486.0,2600.0,2.0,4.0,685.6,2987.6,2600.0,4.4,8.8,2014.0,0.8944271910000573,2064.5058246466638,734.8469228349533,3.286335345030997,6.5726706900619964,0.0
930,Intel-Core-i5-4300Y,2014.0,688.0,2132.0,3200.0,4.0,4.0,686.2,2845.0,2520.0,4.4,8.0,2014.0,1.3038404810406152,2101.117559776226,609.9180272790761,3.286335345030997,6.928203230275513,0.0
931,AMD-A6-9500,2014.0,688.0,1277.0,2900.0,2.0,2.0,686.8,2789.8,2740.0,4.4,7.6,2014.0,1.3038404810406152,2146.677945104948,466.90470119714985,3.286335345030997,7.266360849833984,0.0
932,AMD-A8-8650,2014.0,688.0,5093.0,2300.0,8.0,16.0,687.4,2503.6,2600.0,4.0,6.8,2014.0,0.8944271910000573,1531.6521471926976,474.34164902525663,2.4494897427831783,5.5856960175075825,0.0
933,Intel-Xeon-E5645,2014.0,688.0,1497.0,2600.0,2.0,4.0,687.8,2297.0,2720.0,3.6,6.0,2014.0,0.447213595500255,1595.5376836665441,342.0526275297411,2.60768096208106,5.656854249492387,0.0
934,Intel-Xeon-E5-2603-v4,2014.0,691.0,2177.0,2000.0,4.0,4.0,688.6,2435.2,2600.0,4.0,6.0,2014.0,1.3416407864999707,1536.566366936359,474.34164902525663,2.4494897427831783,5.656854249492387,0.0
935,AMD-Phenom-II-X4-970-Black-Edition,2014.0,693.0,2196.0,2200.0,4.0,4.0,689.6,2448.0,2400.0,4.0,6.0,2014.0,2.302172886644318,1533.673042079048,353.55339059327343,2.4494897427831783,5.656854249492387,0.0
936,AMD-Phenom-II-X4-975-Black-Edition,2014.0,692.0,2674.0,2600.0,4.0,8.0,690.4,2727.4,2340.0,4.4,7.2,2014.0,2.302172886644318,1387.2747745129661,260.7680962081055,2.1908902300206647,5.215361924162124,0.0
