,Rolling singlescore Average,Rolling singlescore Standard Deviation,Rolling multiscore Average,Rolling multiscore Standard Deviation,Rolling clkspd Average,Rolling clkspd Standard Deviation,Rolling numcores Average,Rolling numcores Standard Deviation,Rolling numthreads Average,Rolling numthreads Standard Deviation,Rolling year Average,Rolling year Standard Deviation
417,-1.8000748339553203,-6.354748574222291,-2.6013170016324114,-4.346620826543878,-0.6917093657903179,-0.4285630083285827,-2.2270775404859005,-4.099319727648686,-2.958691001873642,-4.792466908208628,-1.1474024528375464,
418,-1.798072831284647,-6.1197467595993995,-2.7085131606164565,-3.6258276343826177,-0.6169858195943811,-0.34712845873366915,-2.427748235948052,-3.40617254708874,-3.159361697335793,-4.099319727648683,-1.1474024528375464,
419,-1.7974063867414865,-6.186512455911672,-2.8192907670453513,-3.6771925210270853,-0.6717940560893763,-0.35297501632776823,-2.6790626642289577,-3.294600771431635,-3.159361697335793,-4.099319727648683,-1.1474024528375464,
420,-1.7967403860508688,-6.354748574222309,-2.7508487356033755,-3.5430021217171457,-0.6169858195943811,-0.292039455137283,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.099319727648684,-1.1474024528375464,
421,-1.7960748286219739,-6.186512455911672,-2.7675845416552054,-3.5589003977538107,-0.4458375633985519,-1.2016910232251523,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.099319727648684,-1.1474024528375464,
422,-1.7954097138651635,-6.610161386105361,-2.684164901587671,-3.1947226925617254,-0.5437353578547887,-1.0527114089861689,-2.545531271604435,-3.2034399930346575,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
423,-1.7954097138651635,-6.610161386105361,-2.6892071133007303,-3.178161837896638,-0.5612358044898895,-1.1443359634024501,-2.545531271604435,-3.2034399930346575,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
424,-1.7947450411919725,-6.610161386105361,-2.612449593077078,-3.263353513931849,-0.528974942271668,-1.2292914410887574,-2.322387720290225,-3.40617254708874,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
425,-1.7940808100151096,-6.812893940159531,-2.604744769884303,-3.2542378603015645,-0.5790479802539892,-1.5373752862535515,-2.322387720290225,-3.40617254708874,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
426,-1.7934170197484531,-6.354748574222309,-2.610010071639537,-3.247912565658194,-0.5919680566190934,-1.4733948753706145,-2.322387720290225,-3.40617254708874,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
427,-1.7920907596070998,-6.610161386105361,-2.831125224692354,-3.4577419485850456,-0.5253186310685575,-1.8101949236154755,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
428,-1.7914282885659785,-6.610161386105361,-2.8105679703049975,-3.528860475206295,-0.6090176499452042,-2.044354860687332,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
429,-1.7907662561022089,-6.812893940159531,-2.840541250490212,-3.5917889808640817,-0.630408839926522,-2.023175156191603,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
430,-1.7901046616354703,,-2.9145508855245423,-3.9346805287807514,-0.6859786910813328,-2.260575640975047,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
431,-1.7901046616354703,,-3.01588135359569,-3.8935352731730304,-0.6037405928443605,-1.6710229308795603,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735945994,-1.1474024528375464,
432,-1.7894435045865924,-6.812893940159531,-2.839774477289705,-3.6116512993773298,-0.5777651064411001,-1.480887899913934,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
433,-1.7887827843775546,-6.610161386105361,-2.8606865598651714,-3.5363253095381872,-0.5036571342873781,-1.5193066519691338,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
434,-1.7881225004314791,-6.610161386105361,-2.8004456767427475,-3.3884004623963437,-0.46856581447610807,-1.7070655865987485,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
435,-1.7868032390264164,-6.354748574222309,-2.890610677978534,-3.2998478742918724,-0.40942979162188536,-3.5601348773606336,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735945994,-1.1474024528375464,
436,-1.785485715779176,-6.610161386105361,-2.8873900632784917,-3.3060646963161733,-0.38799274349128,-2.5343067868913445,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735945994,-1.1474024528375464,
437,-1.7841699261156556,-6.186512455911672,-2.947294821000961,-3.46497067707969,-0.42032314552976896,-2.1129760983302064,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735945994,-1.1474024528375464,
438,-1.7828558654797866,-6.186512455911672,-2.9148262538313907,-3.5289737671463346,-0.5867799775373156,-0.7082424551365799,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
439,-1.780888006530546,-6.186512455911672,-3.09116190626415,-4.021984055301225,-0.7554818968483064,-0.481010980305294,-3.2386784521643803,-3.40617254708874,-3.564826805443958,-3.8965871735945994,-1.1474024528375464,
440,-1.7789240124458865,-5.876992851708527,-3.039934317057477,-4.097058735298687,-0.8186940901885261,-0.5544941489413957,-3.2386784521643803,-3.40617254708874,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
441,-1.7763113395031345,-5.742860858411174,-2.8748749218962373,-3.697921815742231,-0.8688718397742451,-0.6943080813255963,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-4.099319727648684,-1.1474024528375464,
442,-1.774356304667331,-5.742860858411174,-2.9861628225378403,-3.677954429684439,-0.875756548551742,-0.7062952665453636,-3.2386784521643803,-3.40617254708874,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
443,-1.7717555229672737,-5.876992851708527,-2.9368235211336655,-3.6846975274124665,-0.7312749659965089,-0.9492494665827722,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
444,-1.7698093660117877,-6.186512455911672,-2.9424700635218755,-3.6677932361472063,-0.5012790118824106,-1.369247099459757,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
445,-1.7672203678018825,-5.8054424298881875,-2.8438707451782204,-3.5309226977795247,-0.5829065059415186,-0.8553459109377252,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775522,-1.1474024528375464,
446,-1.76592837795808,-5.876992851708527,-2.9082382530618474,-3.744367379896818,-0.6090176499452042,-0.8887488675643229,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775522,-1.1474024528375464,
447,-1.7646380551984095,-6.18651245591166,-2.9303691701176184,-3.6475517962059394,-0.6440144919823008,-0.8740137592757921,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775522,-1.1474024528375464,
448,-1.7633493952262616,-6.18651245591166,-2.9593155725016524,-3.6538913287442165,-0.6717940560893763,-0.8467847605613897,-2.833213344056216,-3.2034399930346575,-2.871679624884012,-3.0918682173775522,-1.1474024528375464,
449,-1.762062393761614,-6.6101613861053305,-2.8058644092135654,-3.5461474862027633,-0.7448191911042662,-1.2645376108544775,-2.545531271604435,-3.2034399930346575,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
450,-1.762062393761614,-6.6101613861053305,-2.787268326476945,-3.4852120943415534,-0.5867799775373156,-1.5636247260928555,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.099319727648684,-1.1474024528375464,
451,-1.7607770465409502,-6.354748574222291,-2.8698597338734952,-3.382814054605182,-0.8186940901885261,-0.49852749902146215,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.1474024528375464,
452,-1.759493349317172,-6.6101613861053305,-2.7742623627978107,-3.5978966034250583,-0.8025125073372843,-0.49300786811643643,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.099319727648684,-1.1474024528375464,
453,-1.7588521181313657,-6.6101613861053305,-2.680454322191135,-3.603036196461501,-0.8984649479215545,-0.42276873965198486,-2.322387720290225,-3.40617254708874,-2.7175289450567535,-3.2034399930346575,-1.1474024528375464,
454,-1.7582112978595164,-6.812893940159487,-2.822299042064082,-3.4541897280688114,-0.903779397985047,-0.4302158634273778,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775522,-1.1474024528375464,
455,-1.756930887953472,-6.812893940159487,-2.9802648402385308,-3.5874629729948895,-0.8688718397742451,-0.36203534674671545,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-3.0292866459005494,-1.1474024528375464,
456,-1.7562912972696922,-6.6101613861053305,-2.9840945694737817,-3.5792029016148024,-0.5790479802539892,-0.7645326123306707,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-3.0292866459005494,-1.1474024528375464,
457,-1.7550133418242,-6.18651245591166,-3.0377519311562122,-3.6197852242470754,-0.6277097829573569,-0.6799761916105734,-3.2386784521643803,-3.40617254708874,-3.054001181677967,-3.0292866459005494,-1.1474024528375464,
458,-1.753099465641916,-5.87699285170852,-3.106722557929063,-4.087394901423919,-0.4469617906108329,-1.0582216418957329,-3.526360524616161,-4.0993197276486875,-3.747148362237912,-4.0993197276486795,-1.1474024528375464,
459,-1.7518255801193272,-6.186512455911648,-3.0349529867072724,-4.158096226895146,-0.5536980803584627,-0.6777877835356495,-3.526360524616161,-4.0993197276486875,-3.4106761256166993,-3.987747951991577,-1.1474024528375464,
460,-1.7499177893976001,-5.876992851708513,-2.9873466048601585,-4.294490518280657,-0.6223334259209767,-0.7956686864537883,-3.526360524616161,-4.0993197276486875,-3.159361697335793,-4.099319727648683,-1.1474024528375464,
461,-1.7480136314119104,-6.00817498394226,-2.98203058525293,-4.341845346326088,-0.6536498039659728,-0.8758533228143287,-3.526360524616161,-4.0993197276486875,-3.159361697335793,-4.099319727648683,-1.1474024528375464,
462,-1.7467462041193065,-6.119746759599367,-3.0134467814863086,-4.20246116730001,-0.5277546858664387,-0.9037805454119313,-3.526360524616161,-4.0993197276486875,-3.4106761256166993,-3.987747951991577,-1.1474024528375464,
463,-1.7454803811654764,-5.917014205545278,-3.117794638829749,-4.705654133567277,-0.7003674285334323,-0.8272487580494842,-3.931825632724326,,-3.564826805443958,-3.8965871735945994,-1.1146126300145482,-0.20273255405405852
464,-1.7435846460005775,-6.610161386105272,-2.9708998317880346,-3.510970874542146,-0.5524472984568102,-0.9908160866107345,-3.2386784521643803,-3.40617254708874,-3.564826805443958,-3.8965871735945994,-1.082863931699961,0.0
465,-1.7423228161801552,-6.186512455911634,-2.85211396547745,-3.323854875802364,-0.7105641665539474,-0.5349173941296107,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735945994,-1.0520922730332354,0.0
466,-1.7410625765678676,-6.186512455911634,-2.7000347519527934,-3.319568981154749,-0.6859786910813328,-0.49792426521570415,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-1.022239309883547,-0.20273255405405852
467,-1.7391751900371617,-6.186512455911634,-2.7150322350694696,-3.26260262004311,-0.6713716101209732,-0.46676845895868785,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.8965871735946007,-0.9932517730102882,
468,-1.7379189084648998,-6.186512455911634,-2.5897099071421885,-3.414628420021603,-0.5259270886474147,-0.5650116602305595,-2.322387720290225,-3.40617254708874,-3.054001181677967,-4.099319727648684,-0.9932517730102882,
469,-1.7366642031560036,-6.610161386105272,-2.6120425926644595,-3.4531732927533563,-0.5505740540751298,-0.5849724373335725,-2.322387720290225,-3.40617254708874,-3.054001181677967,-4.099319727648684,-0.9932517730102882,
470,-1.7360374403651944,-6.812893940159398,-2.619599046469861,-3.465020887374271,-0.39704739922911997,-2.3565796052546073,-2.322387720290225,-3.40617254708874,-3.054001181677967,-4.099319727648684,-0.9932517730102882,
471,-1.7354110701599361,,-2.6179603734280406,-3.4606213868265696,-0.39704739922911997,-2.3565796052546073,-2.322387720290225,-3.40617254708874,-3.054001181677967,-4.099319727648684,-0.9932517730102882,
472,-1.7347850920487287,-6.812893940159398,-2.541355666901459,-4.34965304394293,-0.3867210180125511,-2.063670823879583,-2.2270775404859005,-4.0993197276486875,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
473,-1.7341595055409946,-6.610161386105272,-2.5512623968094275,-4.401342092366786,-0.43911861314980705,-1.6024065062252977,-2.2270775404859005,-4.0993197276486875,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
474,-1.7329095053782337,-6.186512455911634,-2.542873405762337,-4.3729058017014975,-0.4548669701179462,-1.5277950792566957,-2.2270775404859005,-4.0993197276486875,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
475,-1.731037429948489,-5.876992851708506,-2.5721569468599994,-4.263360933854328,-0.46971590085934534,-1.4913767785113965,-2.2270775404859005,-4.0993197276486875,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
476,-1.729168852637436,-6.008174983942251,-2.587523679500076,-4.406449840067498,-0.46971590085934534,-1.4913767785113965,-2.2270775404859005,-4.0993197276486875,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
477,-1.7273037603964398,-5.876992851708506,-2.62267881484194,-3.9399979616630025,-0.7018177551110788,-0.7841852464068653,-2.322387720290225,-3.40617254708874,-2.871679624884012,,-0.9932517730102882,
478,-1.726062295308375,-6.354748574222255,-2.7056045558139106,-3.8144186604145913,-0.7208659500817732,-0.7841852464068653,-2.545531271604435,-3.2034399930346575,-2.871679624884012,,-0.9932517730102882,
479,-1.7242029827181917,-6.119746759599378,-2.7114302500854404,-3.8465169119724734,-0.7208659500817732,-0.7841852464068653,-2.545531271604435,-3.2034399930346575,-2.871679624884012,,-0.9932517730102882,
480,-1.7229653587978415,-6.0081749839422685,-2.787268326476945,-3.6692283079455454,-0.8301790400554229,-0.76566849965153,-2.833213344056216,-3.2034399930346575,-2.871679624884012,,-0.9932517730102882,
481,-1.7211117901485187,-5.87699285170852,-2.7314036784841518,-3.3865437250916437,-0.9717578133870275,-1.084282252465189,-2.833213344056216,-3.2034399930346575,-2.871679624884012,,-0.9932517730102882,
482,-1.7198779836995903,-5.805442429888181,-2.629487878599108,-3.401120414388306,-0.7208659500817732,-1.2147079953308615,-2.545531271604435,-3.2034399930346575,-2.871679624884012,,-0.9932517730102882,
483,-1.7168001111559106,-5.805442429888181,-2.591103635590793,-3.5108824955637536,-0.6358289073958612,-1.0349978502804187,-2.427748235948052,-3.40617254708874,-2.958691001873642,-4.792466908208628,-0.9932517730102882,
484,-1.7149579245741404,-5.714281651491203,-2.6292808606913196,-3.5116214266745334,-0.5400247784582529,-0.7460901990412728,-2.545531271604435,-3.4729382434010017,-3.054001181677967,-4.589734354154545,-0.9932517730102882,
485,-1.7131191254044835,-5.9170142055453,-2.4140760031618016,-3.2503816817740763,-0.5036571342873781,-0.9100475998354786,-1.9859154836690123,-2.5652932600818765,-2.7175289450567535,-3.258440440641822,-0.9932517730102882,
486,-1.7118951350435947,-6.1197467595993995,-2.547249780362136,-3.0459905387831108,-0.43466426280042675,-1.1907172357291054,-2.1400661634962708,-2.4422267253124224,-2.871679624884012,-3.1353739058723673,-0.9932517730102882,
487,-1.7106726410038136,,-2.534554204823327,-3.035702808131629,-0.4018744399774359,-1.0828597136884022,-2.1400661634962708,-2.4422267253124224,-2.871679624884012,-3.1353739058723673,-0.9932517730102882,
488,-1.7106726410038136,,-2.5188617475534913,-3.0517432723613354,-0.43466426280042675,-1.048477092757997,-2.0600234558227344,-2.4702714586379435,-2.7916369172104756,-3.16341863919789,-0.9932517730102882,
489,-1.7106726410038136,,-2.586134928160916,-2.9195541345903804,-0.480126636877184,-1.2811976676227854,-2.1400661634962708,-2.3987210368176073,-2.871679624884012,-3.0918682173775522,-0.9932517730102882,
490,-1.7100619539619337,-6.812893940159531,-2.568838899510199,-2.8545876877469074,-0.46856581447610807,-1.3952067142760163,-2.1400661634962708,-2.3987210368176073,-2.871679624884012,-3.0918682173775522,-0.9932517730102882,
491,-1.7094516396311188,-6.610161386105361,-2.569423637856458,-2.8533872688317787,-0.4018744399774359,-1.1455992961076815,-2.1400661634962708,-2.3987210368176073,-2.871679624884012,-3.0918682173775522,-0.9932517730102882,
492,-1.707622928362575,-5.8054424298881875,-2.08171359048982,-1.7294413675273945,-0.5777651064411001,-0.7216311954878527,-1.62924053973028,-1.8276723365136827,-1.8908503718722858,-1.760574303864826,-0.9932517730102882,
493,-1.705797555175476,-5.714281651491207,-2.111236478136268,-1.7113615008570033,-0.6169858195943811,-0.7040085974671194,-1.7346010553881064,-1.7676001805926513,-1.8908503718722858,-1.760574303864826,-0.9932517730102882,
494,-1.7033688958153497,-5.714281651491207,-2.1212743590610423,-1.7032182534027367,-0.5650260806636702,-0.5631088563184684,-1.7346010553881064,-1.7676001805926513,-1.8908503718722858,-1.760574303864826,-0.9932517730102882,
495,-1.7015512642940251,-5.8054424298881875,-2.3019283569484705,-1.6691683417031031,-0.5156333253340939,-0.5902610359528808,-2.1400661634962708,-1.7967346346546391,-2.0984897366505306,-1.7203740911458072,-0.9932517730102882,
496,-1.6991328834297432,-6.186512455911672,-2.245084989912159,-1.6895712457078162,-0.5400247784582529,-0.6597263904781462,-1.9859154836690123,-1.8276723365136827,-2.0243817644968085,-1.7423074321985983,-0.9932517730102882,
497,-1.6979258826797081,-6.186512455911672,-3.029069706074397,-3.836208148980634,-0.480126636877184,-0.9783916164638293,-3.2386784521643803,-3.4061725470887394,-3.564826805443958,-3.896587173594602,-0.9932517730102882,
498,-1.6961181087616537,-6.186512455911672,-2.9247903550905794,-3.4983504624620068,-0.41268535608165147,-1.1292104398203424,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.896587173594602,-0.9932517730102882,
499,-1.6943135969937948,-5.876992851708527,-2.82079377334032,-3.64502662573186,-0.5277546858664387,-1.2360246082732085,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9932517730102882,
500,-1.6925123356241547,-6.008174983942277,-2.8073473556049557,-3.7095879211269027,-0.5777651064411001,-1.16250586070549,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9932517730102882,
501,-1.6913132947131135,-6.119746759599389,-2.8004456767427475,-3.68717496473123,-0.7297813137397258,-1.3952067142760163,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9932517730102882,
502,-1.6901156897795544,-6.812893940159443,-2.8093280445416773,-3.646844573343106,-0.630408839926522,-1.1835240619641183,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9650808960435854,-0.20273255405405852
503,-1.6889195173881246,-6.812893940159443,-2.899250040569242,-3.896000374083061,-0.8236000689573807,-0.9906916344859706,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9376819218554651,0.0
504,-1.68712793733292,-5.742860858411174,-2.8495306522350696,-3.69105842727665,-0.7600866632350547,-0.8829717954990336,-2.833213344056216,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.9110136747733281,0.0
505,-1.6853395612974078,-5.591720422474701,-2.8103198621285603,-3.8097174452285394,-0.7402840359388748,-0.8761538610039367,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8850381883700613,-0.20273255405405852
506,-1.6835543778420552,-5.66160139366228,-2.7737838938891612,-3.6271631336243573,-0.6358289073958612,-0.9016308188193463,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
507,-1.6811790798131476,-5.917014205545286,-2.7633150854544524,-3.6801253685749433,-0.5958768563841462,-0.7521183933170821,-2.833213344056216,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
508,-1.6794013015671487,-6.610161386105301,-2.6514667853178833,-3.5136432821467083,-0.4170426614506072,-1.473699960483769,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
509,-1.678217869476368,-6.186512455911648,-2.6220621019022583,-3.446970766418855,-0.3954435496471454,-1.5063936353128309,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
510,-1.6770358362418132,-6.186512455911648,-2.606969015063758,-3.4965783807729847,-0.4651234702851353,-0.8117179359968587,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
511,-1.6758551985603978,-6.610161386105301,-2.6077790596605026,-3.49854973221413,-0.4651234702851353,-0.8117179359968587,-2.545531271604435,-3.2034399930346575,-3.054001181677967,-4.0993197276486875,-0.8597203803857654,
512,-1.6752654020231,-6.812893940159443,-2.498677576088946,-3.9968220603018083,-0.5204642526037593,-0.9361784276057402,-2.322387720290225,-3.40617254708874,-2.871679624884012,,-0.8597203803857654,
513,-1.6746759531407223,,-2.5081684303196643,-4.0479007383691155,-0.6774437886314953,-0.8947351853294717,-2.322387720290225,-3.40617254708874,-2.583997552432231,-3.4061725470887416,-0.8597203803857654,
514,-1.6746759531407223,,-2.6290738856310756,-3.5253454745056603,-0.6874082838909271,-0.9292631726754168,-2.545531271604435,-3.2034399930346575,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
515,-1.674086851503656,-6.812893940159443,-2.66940448600455,-3.387392301183847,-0.4812901041404821,-0.859601536778459,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
516,-1.6734980967030166,-6.610161386105301,-2.6942748778097676,-3.4385104039600574,-0.5084304130400358,-0.8420295752086855,-2.545531271604435,-3.2034399930346575,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
517,-1.6717339092416292,-5.805442429888175,-2.8118094353930627,-3.511934881684097,-0.6817021343140724,-0.4459844056172924,-2.833213344056216,-3.2034399930346575,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
518,-1.6699728286573314,-5.714281651491198,-2.703150019269743,-3.0148541265954476,-0.5739263301339342,-0.5159506054292935,-2.322387720290225,-2.336139465340604,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
519,-1.6682148440264333,-5.917014205545292,-2.6578362336033634,-3.083445382420162,-0.7149662279545851,-0.44438577680176733,-2.322387720290225,-2.336139465340604,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
520,-1.667044568878243,-6.119746759599389,-2.6633894302747896,-3.0710527484331935,-0.8740309225842724,-0.8476384378871497,-2.322387720290225,-2.336139465340604,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
521,-1.6641248587749082,-5.714281651491207,-2.637595188362604,-3.04802432889902,-0.8073395480856002,-0.6855643002270321,-2.322387720290225,-2.336139465340604,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
522,-1.662959357477473,-5.661601393662293,-2.6506205826018503,-3.021914042973716,-0.5524472984568102,-0.8630505067560708,-2.322387720290225,-2.336139465340604,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
523,-1.6612136485674498,-5.591720422474713,-2.8933024696442455,-3.6671240347455893,-0.6169858195943811,-0.8163131158200094,-3.2386784521643803,-3.40617254708874,-3.564826805443958,-3.8965871735946016,-0.8597203803857654,
524,-1.6583108889094882,-5.411213749706044,-2.8273330320552916,-3.5388892697649634,-0.7297813137397258,-0.35963246804723303,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735946016,-0.8597203803857654,
525,-1.655416530883124,-5.714281651491228,-2.6709139202534047,-3.425061090354693,-0.7448191911042662,-0.360377508119719,-2.545531271604435,-3.2034399930346575,-3.2771447329921766,-3.896587173594603,-0.8597203803857654,
526,-1.6542611292525682,-5.661601393662311,-2.8073473556049557,-3.401156756918725,-0.7357693555843482,-0.34704126218818043,-2.833213344056216,-3.2034399930346575,-3.564826805443958,-3.8965871735946016,-0.8597203803857654,
527,-1.6519543231546527,-5.917014205545337,-2.585540338905464,-3.061690063856289,-0.8138120625912176,-0.4853207520926453,-2.322387720290225,-2.7797910628410554,-3.054001181677967,-3.4729382434010017,-0.8597203803857654,
528,-1.6502277040206657,-6.610161386105509,-2.4675591853682937,-3.1910116707062692,-0.6774437886314953,-0.3613327296622553,-2.1400661634962708,-2.9480271811516623,-2.871679624884012,-3.6411743617116086,-0.8597203803857654,
529,-1.6496528261663739,-6.610161386105509,-2.541924549063383,-3.0265005733822634,-0.5084304130400358,-1.2858437819090736,-2.322387720290225,-2.7797910628410554,-3.054001181677967,-3.4729382434010017,-0.8597203803857654,
530,-1.6479301728549276,-5.917014205545337,-2.689866671420716,-2.947532644531532,-0.3848164570728591,-1.144535238845586,-2.545531271604435,-2.7130253665287944,-3.2771447329921766,-3.4061725470887394,-0.8597203803857654,
531,-1.6479301728549276,-5.917014205545337,-2.6802364809965042,-2.963538814621057,-0.5036571342873781,-0.730670033448571,-2.545531271604435,-2.7130253665287944,-3.2771447329921766,-3.4061725470887394,-0.8597203803857654,
532,-1.6462104819754009,-5.511549097437133,-2.8714407618708138,-3.457112470933833,-0.4882994786330582,-0.7236063981843488,-3.2386784521643803,-3.40617254708874,-3.564826805443958,-3.8965871735946016,-0.8597203803857654,
533,-1.643922151457389,-5.2788674725925055,-2.866442724371866,-3.429726103600668,-0.6578078141146364,-0.6014717881880592,-3.2386784521643803,-3.40617254708874,-3.054001181677967,-3.02928664590055,-0.8597203803857654,
534,-1.6416390454428205,-5.2788674725925055,-2.8751395771842714,-3.4152926320733177,-0.8569364892249722,-0.24676840890519589,-3.2386784521643803,-3.40617254708874,-3.054001181677967,-3.02928664590055,-0.8597203803857654,
535,-1.6404994441798866,-5.234393729584255,-2.707841192845623,-3.338040512996258,-1.1502842992124307,-0.6460420879840975,-2.833213344056216,-3.2034399930346575,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
536,-1.637656109878742,-6.812893940159842,-2.6648898056500236,-3.446125345245195,-1.0632729222228008,-0.6014717881880592,-2.833213344056216,-3.2034399930346575,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
537,-1.6353872490075514,-5.714281651491247,-2.730945278292765,-3.263553941393733,-1.2039728043259361,-0.9062572324786611,-2.833213344056216,-3.2034399930346575,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
538,-1.6336889751773598,-5.511549097437142,-2.5480128479306385,-2.6161817201482633,-0.9454898865664172,-0.5258910583849985,-2.322387720290225,-2.336139465340604,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
539,-1.6319935805921149,-5.511549097437142,-2.4384056370700558,-2.6969074589081807,-0.6440144919823008,-1.0007412102979296,-2.1400661634962708,-2.398721036817607,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
540,-1.6297375164654324,-5.591720422474744,-2.445270259873676,-2.6976306611373224,-0.5156333253340939,-1.2560898977082318,-2.1400661634962708,-2.398721036817607,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
541,-1.626924575088818,-6.119746759599522,-2.4719710869921907,-2.6569624782480776,-0.4918226766403753,-1.3847359344316978,-2.1400661634962708,-2.398721036817607,-2.871679624884012,-3.0918682173775527,-0.8597203803857654,
542,-1.6258016103441937,-6.008174983942384,-2.35761331896156,-2.8320736092785985,-0.39117915086068783,-1.8801118772861038,-1.9859154836690123,-2.5102928124747117,-2.7175289450567535,-3.2034399930346584,-0.8597203803857654,
543,-1.6241195241612087,-5.876992851708609,-2.656559094221596,-3.3274146735465635,-0.3393540829961018,-1.3030513135849404,-2.545531271604435,-3.2034399930346567,-3.2771447329921766,-3.896587173594603,-0.8350277677953886,-0.20273255405405852
